QCM || Question 1 :   La sémiologie médicale est la partie de la médecine qui étudie : ||   La biologie cellulaire |   Les traitements | V:  Les symptômes | V:  La façon de les relever par des examens complémentaires |   Les maladies |   Lʼanatomie humaine | V:  Les signes | V:  La façon de relever les signes et les symptômes par examen clinique, | V:  La façon de relever les signes et les symptômes par interrogatoire |   La physiopathologie des maladies
QCM || Question 234 :     À propos de l'expectoration on peut dire ce qui suit: ||   L'expectoration blanchâtre se produit chez les mineurs |   Les crachats n'apparaissent dans aucune situation | V:  Elle représente l'élimination par la toux des substances secrétées ou excrétées par les voies respiratoires | V:  L'odeur fétide des crachats est spécifique des bronchectasies infectées et des abcès pulmonaires | V:  Son produit est le crachat |   L'expectoration rouillée est spécifique de l'asthme bronchique |   L'expectoration noirâtre se produit dans la pneumonie |   La couleur vert jaunâtre évoque une hémoptysie | V:  Elle peut être modéré, abondant et massif | V:  Elle peut avoir une composition muqueuse
QCM || Question 235 :     L'examen des crachats peut détecter la présence de : || V:  Flore microbienne dans la pneumonie |   Des troponines cardiaques | V:  Cellules tumorales dans le cancer du poumon |   HBsAg |   Helicobacter pylori | V:  Bacille de Koch dans la tuberculose |   Anticorps anti VHC | V:  Leucocytes | V:  Érythrocyte |   Enzymes de cytolyse hépatique
QCM || Question 236 :     À propos de l'hémoptysie on peut dir les suivantes: || V:  L'aspect de l'expectoration est mousseux, aéré |   Seul le sang en quantité abondante > 500 ml est considéré comme une hémoptysie |   Le sang provient du tube digestif |   Les causes sont exclusivement extra-pulmonaires |   C'est similaire à l'hématémèse | V:  Le sang est rouge vif |   L'expectoration a une couleur jaune-verdâtre | V:  Elle peut être massive, foudroyante, entraînant le décès par asphyxie | V:  Elle représente l'élimination par la toux du sang du système respiratoire | V:  Selon la quantité de sang prélevé, il peut être : moyenne, grande et faible abondance
QCM || Question 237 :     Les caractéristiques de l'hémoptysie comprennent : || V:  Le sang est aéré | V:  Le sang est rouge vif |   Elle est précédée de nausées et de vomissements |   Le sang contient des restes alimentaires | V:  L'anamnèse indique une atteinte pulmonaire | V:  Elle est précédée d'une toux | V:  Elle s'exprime par la toux |   Elle s'exprime par des vomissements |   Le sang n'est pas aéré |   Elle a un aspect spécifique de "marc de café"
QCM || Question 238 :     Lʼinspection de lʼappareil respiratoire peut constater pathologiquement : ||   Hippocratisme digital |   Couleur normale des téguments | V:  Déformation thoracique |   Couleur normale des lèvres | V:  Asymétrie thoracique | V:  Diminution de mouvements respiratoires | V:  Thorax avec le diamètre antéropostérieur inférieur au diamètre transverse |   Ongles d'aspect normal |   Thorax symétrique | V:  Cyanose
QCM || Question 239 :     Choisissez la réponse correcte: || V:  La couleur rouge suggère une hémoptysie |   L'expectoration rouillée est spécifique à l'asthme bronchique | V:  La couleur noirâtre apparaît chez les mineurs (due aux particules de charbon) | V:  La couleur rouille apparaît en cas de pneumonie |   L'expectoration noirâtre se produit dans la pneumonie |   L'expectoration blanchâtre se produit chez les mineurs | V:  La couleur jaune verdâtre est spécifique aux suppurations pulmonaires |   Les expectorations sont incolores dans toutes les pathologies pulmonaires | V:  La couleur blanchâtre est spécifique à la trachéobronchite dans la période initiale |   La couleur vert jaunâtre suggère une hémoptysie
QCM || Question 240 :     Les rails crépitants: ||   Ils ont une origine bronchique |   Ils sont comparables à un ronflement | V:  Ils ont unep origine alvéolaire | V:  Ils peuvent relever une pneumonie |   Ils ne sont audibles qu'à l'expiration |   Ce sont des rails secs | V:  Ils sont le signe de la présence de liquide dans les alvéoles pulmonaires. |   Ils apparaissent dans l'asthme bronchique | V:  Ils ne sont audibles qu'en inspiration | V:  Ils sont des rails humides
QCM || Question 241 :     Les pneumonies: ||   Elles apparaissent en cas d'atteinte du système digestif |   Elles sont exclusivement bactériennes | V:  Elles peuvent avoir une cause bactérienne | V:  Elles peuvent être virales | V:  Elles représentent une infection du parenchyme pulmonaire. | V:  Elles peuvent se manifestées par toux |   Elles peuvent être exclusivement virales | V:  Elles peuvent se manifestées par douleur thoracique |   Elles peuvent apparaître en cas d'administration de médicaments antihypertenseurs |   Elles ne peuvent pas avoir une cause bactérienne
QCM || Question 242 :     Les complications de la pneumonie à pneumocoque comprennent : || V:  Abcès pulmonaire | V:  Endocardite pneumococcique |   Polypose colique |   Ulcère gastrique | V:  Méningite purulente |   Hépatite virale | V:  Pleurésie |   Infarctus du myocarde | V:  Péricardite |   Hémorragie digestive haute
QCM || Question 243 :     L'examen radiologique dans la pneumonie à pneumocoque retrouve : || V:  Opacité dense |   Opacité rectangulaire | V:  Opacité de l'intensité sous-costale | V:  Opacité avec des limites nettes | V:  Opacité de forme triangulaire |   Il n'y a pas de zones d'opacité |   Opacité mal définie |   Opacité rétractable | V:  Opacité triangulaire avec le sommet au hile et la base à la périphérie |   Opacité d'intensité supracostale
QCM || Question 244 :     L'examen objectif du thorax dans la pneumonie à pneumocoque comprend : ||   Râles ronflants |   Mouvements respiratoires amplifiées du côté affecté | V:  Diminution des mouvements respiratoires du côté affecté | V:  Souffle tubaire pathologique |   Râles sifflants |   Réduction des vibrations vocales | V:  Accentuation des vibrations vocales | V:  Matité fixe | V:  Râles crépitants |   Tympanisme à la percussion
QCM || Question 245 :     Le tableau clinique de la pneumonie à pneumocoque peut comprendre : || V:  Toux | V:  Frisson unique intense |   Il nʼy a pas des douleurs thoraciques | V:  Dyspnée | V:  Douleur thoracique unilatérale, à type de point de côté |   Il n'y a pas de froid dans n'importe quelle situation |   Le patient a une épigastralgie intense |   Le patient présente un méléna |   L'expectoration a un aspect perlée | V:  Fièvre
QCM || Question 246 :     À propos de la pneumonie à pneumocoque on peut dire les suivantes: || V:  Le bilan hématologique montre une leucocytose |   L'examen microscopique des crachats montre la présence de cristaux de Charcot Leyden | V: Le tableau clinique comprend une forte fièvre | V:  À l'auscultation du poumon on constate de râles crépitants | V:  Le tableau clinique comprend le frisson unique très intense |   Le bilan hématologique montre une éosinophilie |   L'évolution de la maladie est de 30 jours | V:  Un grand nombre de pneumocoques sont détectés dans les crachats |   Le traitement antibiotique n'est recommandé dans aucune situation |   À l'auscultation du poumon on constate de râles sifflantes
QCM || Question 247 :     À propos de la pneumonie à pneumocoque on peut dire les suivantes: || V:  La pneumonie est une infection respiratoire aiguë du tissu pulmonaire, due à pneumocoque |   Les facteurs favorables sont représentés par l'exposition au froid, à l'humidité | V:  L'examen des crachats détecte la présence de pneumocoques |   L'examen microscopique des crachats révèle le bacille de Koch |   L'examen radiologique n'est pratiqué dans aucune situation | V:  La transmission de lʼinfection se fait par voie aérienne |   L'évolution de la maladie est > 30/jours | V:  L'évolution naturelle de la maladie dure 5 à 12 jours | V:  La transmission de lʼinfection se fait par du matériel contaminé (aiguilles, seringues) |   Elle est causée par une infection à Helicobacter pylori
QCM || Question 248 :     Les données biologiques de la pneumonie à pneumocoques sont : || V:  Vitesse de sédimentation accélérée |   La spirométrie constate dysfonction ventilatoire obstructive | V:  L'examen des crachats révèle la présence de mucus | V:  L'examen microscopique des crachats révèle un grand nombre de pneumocoques | V:  Le syndrome inflammatoire est présent avec des valeurs accrues de réactants de phase aiguë |   Leucocytose avec éosinophilie |   L'examen microscopique des crachats révèle un grand nombre de streptocoques |   Helicobacterpylori est présent |   Marqueurs viraux présents dans le crachat | V:  Leucocytose avec neutrophilie
QCM || Question 249 :     La vomique: ||   Son contenu est alimentaire |   Elle ne se produit jamais dans le cas d'un abcès pulmonaire | V:  Elle représente l'évacuation rapide et massive du contenu d'une cavité du parenchyme pulmonaire secondaire à une communication entre la cavité et la bronche | V:  Elle se produit dans un abcès pulmonaire |   Le diagnostic différentiel est fait avec le méléna | V:  Elle peut être massive ou fractionnaire | V:  Le diagnostic différentiel est fait avec des vomissements | V:  La quantité éliminée varie entre 100-1000 ml |   Elle est précédée de nausées |   Elle s'accompagne d'efforts de vomissements
QCM || Question 250 :     L'examen clinique dans la pneumonie révèle : || V:  Matité à la percussion, |   Absences de vibrations vocales | V:  Des râles crépitants du côté de la pneumonie, |   Des râles ronflants, |   Des râles sifflants | V:  Souffle tubaire pathologique | V:  Diminution des mouvements respiratoires du côté de la pneumonie |   Hypersonorité thoracique |   Thorax en tonneau | V:  Des vibrations vocales accentuées
QCM || Question 251 :     L'examen objectif de l'appareil respiratoire peut constater pathologiquement : || V:  Hippocratisme digital | V:  Position dʼorthopnée | V:  Thorax en tonneau dans lʼemphysème pulmonaire |   Opisthotonos est commun |   Faciès mitral | V:  Herpès nasal dans la pneumonie | V:  Wheezing dans la crise dʼasthme bronchique |   Thorax en tonneau dans la pneumonie à pneumocoque |   Congestion de la joue du côté atteint dans l'asthme bronchique |   Décubitus latéral gauche dans la crise dʼasthme bronchique
QCM || Question 252 :     Les déformations thoraciques incluent : ||   Opistotonos | V:  Thorax infundibuliforme |   Globe vésical | V:  Atélectasie | V:  Thorax conoïde |   Ascite | V:  Thorax en tonneau | V:  Thorax asthénique |   Utérus enceinte |   Thorax rachitiques
QCM || Question 253 :     En ce qui concerne le thorax asthénique, les éléments suivants sont vrais : ||   Les clavicules sont proéminentes | V:  Les espaces intercostaux sont élargis | V:  Le diamètre antéro-postérieur est réduit |   Le diamètre antéro-postérieur est plus grand que le diamètre transversal |   Les espaces intercostaux sont réduits | V:  L'angle xiphoïde est aigu |   Les côtes sont horizontales | V:  Les fosses supra et sous-claviculaires sont bien mises en évidence |   Le thorax semble bloqué en inspiration | V:  Aspect du cou court
QCM || Question 254 :     En ce qui concerne le thorax en tonneau, les éléments suivants sont vrais : ||   Les fosses supra et sous-claviculaires sont bien mises en évidence |   L'angle xiphoïde est aigu | V:  Le diamètre antéro-postérieur est plus grand que le diamètre transverse | V:  Les côtes sont horizontales |   L'angle xiphoïdien est obtus |   Les espaces intercostaux sont réduits | V:  Les clavicules sont proéminentes | V:  Le thorax semble bloqué en inspiration | V:  Les espaces intercostaux sont élargis |   Le diamètre antéro-postérieur est réduit
QCM || Question 255 :     À propos de la palpation du thorax on peut dire: || V:  Elle peut apprécier la fréquence respiratoire |   Elle peut constater matité déplaçable sur les flancs est spécifique |   Le signe de la vague est présent |   La manœuvre de Murphy est couramment pratiquée | V:  Elle permet la palpation des mouvements respiratoires |   Le choc de l'apex est palpable dans l'espace intercostal parasternal VII droit | V:  Elle permet la perception de la transmission des vibrations vocales |   Elle est réalisée par la manœuvre de Giordano | V:  Elle vérifie les modifications de la conformation thoracique constatées à l'inspection | V:  Elle permet apprécier la mobilité du thorax
QCM || Question 256 :     La diminution de l'amplitude des mouvements respiratoires apparaît dans : ||   Hépatite virale B | V:  La pleurésie | V:  La pneumonie | V:  La bronchopneumopathie chronique obstructive |   Infarctus aigu du myocarde |   Tumeur du côlon | V:  Lʼemphysème pulmonaire |   Syndrome de l'intestin irritable | V:  Le pneumothorax |   Ulcère gastrique | V:  Pleurésie |   Insuffisance veineuse chronique |   Globe vésical | V:  La bronchopneumopathie chronique obstructive |   Liquide d'ascite |   Pneumonie | V:  Oblitération de la bronche par des processus pathologiques qui empêchent la transmission des vibrations vocales à la périphérie | V:  Lʼemphysème pulmonaire | V:  Pneumothorax |   Œdème du mollet
QCM || Question 257 :   La diminution/abolition des vibrations vocales est constatée dans les affections suivantes: ||   Panicule adipeuse en excès |   Masse musculaire développée |   Infarctus pulmonaire | V:  Syndrome de condensation pulmonaire |   Pneumonie | V:  Abcès pulmonaire |   Infarctus du myocarde | V:  Oblitération de la bronche due à la présence d'une formation néoplasique qui empêchent la transmission des vibrations vocales à la périphérie ( PAS sur) | V:  Oblitération de la bronche due à la présence de corps étrangers qui empêchent la transmission des vibrations vocales à la périphérie (PAS sur) | V:  Altérations du mécanisme de la phonation
QCM || Question 258 :   A la percussion du thorax on peut constater : || V:  Hypersonorité dans la crise dʼasthme bronchique | V:  Hypersonorité dans lʼemphysème pulmonaire |   Hypersonorité dans la pneumonie | V:  Matité dans la pleurésie |   Matité dans la crise dʼasthme bronchique |   Hypersonorité dans la pleurésie |   Hypersonorité dans le cancer brochique | V:  Matité dans la pneumonie | V:  Hypersonorité dans le pneumothorax |   Matité dans lʼemphysème pulmonaire
QCM || Question 259 :   Quels sont les bruits pathologiques surajoutés à l'auscultation du poumon : ||   Murmure vésiculaire physiologique |   Galop | V:  Des râles crépitants |   Matité | V:  Le frottement pleural |   Souffle systolique |   Claquement dʼouverture mitrale | V:  Des râles ronflants | V:  Des râles sifflants | V:  Des râles sous-crépitants |   Matité |   Augmentation des vibrations vocales | V:  Hemithorax atteint plus distendue | V:  Des râles ronflants | V:  Abolition du murmure vésiculaire | V:  Abolition des vibrations vocales | V:  Hemithorax atteint moins mobile. |   Des râles crépitants |   Hyper sonorité à la palpation |   Des râles sifflants
QCM || Question 260 :   Dans la pleurésie on constate : ||   Murmure vésiculaire physiologique |   Des râles sous-crépitants |   Des râles ronflants |   Des râles crépitants | V:  Frottement pleural si épanchement de faible abondance | V:  Matité |   Des râles sifflants | V:  Hémithorax immobile (ou diminution des mouvements respiratoires) si épanchement abondant | V:  Diminution ou abolition des vibrations vocales | V:  Diminution ou abolition murmure vésiculaire
QCM || Question 261 :   Quand peut-on constater matité a la percussion du thorax?: || V:  Pneumonie | V:  Pleurésie |   Emphysème pulmonaire |   Bronchite aigue | V:  Hydrothorax |   Asthme bronchique |   Pneumothorax |   Bronchite chronique | V:  Syndrome de condensation | V:  Cancer pulmonaire
QCM || Question 262 :   L'auscultation pulmonaire peut constater pathologiquement : || V:  Des râles sifflants | V:  Des râles sous-crépitants |   Vibrations vocales | V:  Des râles crépitants |   Bruit 1 renforcé |   Flatulences abdominales |   Bruit 3 dédoublé | V:  Murmure vésiculaire absent | V:  Des râles ronflants |   Souffle systolique au foyer de l'aorte
QCM || Question 263 :   En ce qui concerne l'asthme bronchique, les éléments suivants sont vrais: ||   La dyspnée est de type bradypnée expiratoire | V:  Lʼauscultation constate des râles sifflants | V:  Il peut être allergique |   Les crachats ont un aspect spécifique de couleur noir | V:  Il se caractérise par des épisodes de dyspnée paroxystiques |   L'auscultation typique comprend des râles crépitants | V:  Il se caractérise par l'hyperréactivité de l'arbre trachéobronchique |   L'asthme de type extrinsèque allergique apparaît surtout après 70 ans | V:  L'asthme de type infectieux survient surtout chez les jeunes |   Il ne se produit jamais chez les jeunes
QCM || Question 264 :   L'examen radiologique du thorax dans l'asthme bronchique: ||   Opacité triangulaire avec la base en périphérie et la pointe au niveau du hile | V:  Ascension du diaphragme | V:  Il peut mettre en évidence Hypertransparence pulmonaire pendant la crise |   Opacité homogène avec une limite supérieure incurvée avec une concavité vers le haut et vers l'intérieur |   Il est un examen obligatoire ?? |   Opacités micronodulaire |   Signes d'épanchement pleural | V:  Il peut mettre en évidence la distension de la cage thoracique pendant la crise | V:  Il peut mettre en évidence un aspect normal entre les crises | V:  Il peut mettre en évidence thorax élargi pendant la crise
QCM || Question 265 :   C'est vrai pour l'asthme : ||   Elle se caractérise par une crise de dyspnée expiratoire paroxystique, réversible spontanément ou sous traitement |   Les cellules tumorales sont présentes dans les crachats |   Il n'existe aucune forme d'asthme allergique |   Il y a une diminution du VEMS et une augmentation de > 15 % après inhalation d'un bronchodilatateur |   Un grand nombre de leucocytes se trouve dans les crachats |   La diminution du VEMS ne se produit pas |   Les éosinophiles ne se trouvent jamais dans les crachats |   L'éosinophilie est spécifique |   Une augmentation du nombre d'éosinophiles est détectée dans les crachats |   L'allergie aux différents stimuli environnementaux et l'hyperréactivité bronchique sont les principaux déterminants de l'asthme
QCM || Question 266 :   La radiographie thoracique fournit des informations sur : || V:  La trachée (apparaît comme une ligne sombre due à l'air à l'intérieur) | V:  Le diaphragme | V:  Le chœur | V:  Les champs pulmonaires |   Les os pelviens |   Les os de la main |   Les os des membres inférieurs |   Les os du crâne |   Nerfs crâniens | V:  Le squelette osseux
QCM || Question 267 :   L'étiologie de la bronchopneumonie obstructive chronique comprend : ||   Hyperréactivité bronchique |   Tabac |   Les aliments riches en graisses |   Infections virales et bactériennes récurrentes |   Hépatite virale |   Infections répétées à Helicobacterpylori |   Médicament antihypertenseur |   Déficit en alpha 1-antitrypsine |   Consommation d'alcool |   Pollution atmosphérique
QCM || Question 268 :   À propos de la bronchopneumonie obstructive chronique on peut dire: ||   La spirométrie n'est pas pratiquée de routine |   Le type B est principalement bronchitique |   Elle est une maladie respiratoire chronique définie par des symptômes respiratoires chroniques (toux, crachats, essoufflement) ; associés à une obstruction permanente des voies aériennes. |   Il n'y a pas d'obstruction du flux d'air |   Le type A est caractérisé par la présence de lʼemphysème |   Le type A est caractérisé par la présence d'un syndrome bronchique |   Le type B est caractérisé par la prédominance de l'emphysème |   La spirométrie est l'étalon du diagnostic |   Le tabagisme n'est pas un facteur de risque dans la survenue de la maladie |   Le tabagisme est le facteur de risque le plus fréquemment impliqué dans l'étiologie de la maladie
QCM || Question 269 :   Le type emphysémateux de bronchopneumonie obstructive chronique se caractérise par : || V:  Sonorité pulmonaire normale ou légèrement augmentée |   Expiration prolongée |   L'auscultation constate des râles ronflants et râles sifflants | V:  Fosse sus-claviculaire bombée à l'inspiration |   Le symptôme dominant est la toux productive | V:  Diminution de la transmission des vibrations vocales |   Le faciès est cyanotique et bleuté | V:  Le symptôme central est la dyspnée |   Le patient est obèse cyanotique | V:  Augmentation du diamètre antéro-postérieur du thorax
QCM || Question 270 :   Le type bronchitique prédominant de bronchopneumonie obstructive chronique est caractérisé par : || V:  Expiration prolongée | V:  L'auscultation constate des râles ronflants et râles sifflants |   Diminution de la transmission des vibrations vocales |   Fosse sus-claviculaire bombée à l'inspiration | V:  Le symptôme dominant est la toux productive |   Le symptôme central est la dyspnée | V:  Le faciès est cyanotique et bleuté | V:  Le patient est obèse cyanotique |   Augmentation du diamètre antéro-postérieur du thorax |   Sonorité pulmonaire normale ou légèrement augmentée
QCM || Question 271 :   L'aspect radiologique dans les syndromes pleuraux: || V:  La radiographie thoracique montre de multiples opacités homogènes |   L'examen radiologique n'est pas pratiqué de routine |   C'est la première méthode utilisée pour confirmer la présence du liquide pleural | V:  Il montre de nombreuses opacités triangulaires non systématisées avec l'apex aux bases pulmonaires | V:  On constate une opacité intense et dense couvrant l'opacité des côtes (les côtes ne peuvent plus être distinguées) |   Il n'y a pas d'aspect radiologique particulier | V:  La limite supérieure de lʼopacité est concave vers le haut (ligne de Damoiseau) |   Si le liquide est abondante on peut voir jusquʼà lʼaspect dʼhémithorax opaque | V:  On constate une opacité homogène |   Lʼopacité est rectangulaire homogène, avec la limite supérieure concave vers le bas
QCM || Question 272 :   Dans les syndromes pleuraux, l'examen clinique peut constater: || V:  Diminution de l'amplitude des mouvements respiratoires au niveau de l'hémithorax atteint |   Souffle systolique dans le foyer aortique |   Sonorité pulmonaire normale | V:  Bombement de la paroi thoracique |   Wheezing | V:  Abolition des vibrations vocales |   Murmure vésiculaire physiologique | V:  Diminution jusqu'à abolition du murmure vésiculaire | V:  Matité |   Thorax en tonneau
QCM || Question 273 :   Les affirmations suivantes concernant les syndromes pleuraux sont vraies: ||   On ne trouve pas matité à la percussion |   La pleurésie survient chez des patients hypertendus |   Ils apparaissent dans la maladie de reflux | V:  Le patient peut avoir dyspnée | V:  La radiographie du thorax révèle une opacité homogène, avec le bord supérieur concave vers le haut (ligne de Damoiseau) | V:  Le patient peut avoir toux sèche | V:  L'auscultation peut détecte un frottement pleurale |   La radiographie pulmonaire est contre-indiquée |   La pleurésie peut être secondaire à des infections répétées à HelicobacterPylori | V:  La douleur thoracique s'intensifie pendant l'inspiration
QCM || Question 274 :   La ponction pleurale: ||   Il est pratiqué pour l'évacuation du liquide d'ascite |   Il ne peut pas confirmer la présence de liquide | V:  Elle est réalisée par ponction transthoracique |   Il n'est pratiqué dans aucune situation, étant une manœuvre contre-indiquée | V:  Elle permet dʼétablir un diagnostic étiologique dans la pleurésie | V:  Elle permet de connaître la nature de lʼépanchement (purulent, sanguin, sa composition |   Elle est pratiquée pour le diagnostic étiologique dans la pneumonie |   Elle permet de rechercher la présence de bactéries ou de cellules anormales dans le liquide pleural |   Elle est pratiquée par ponction abdominale | V:  Elle permet dʼévacuer le liquide pleural pour soulager le patient en cas de dyspnée importante
QCM || Question 275 :   Dans le syndrome de condensation pulmonaire on constate: ||   La présence de méléna dans le tableau clinique | V:  Matité a la percussion |   Signe du flot | V:  Toux dans le tableau clinique |   Hématémèse dans le tableau clinique | V:  Dyspnée dans le tableau clinique | V:  Des râles crépitants à lʼauscultation du poumon |   Augmentation des vibrations vocales à la palpation |   Manœuvre de Murphy positive | V:  Des râles secs à l'auscultation
QCM || Question 276 :   Les éléments suivants ne sont pas caractéristiques au syndrome de condensation: ||   Toux dans le tableau clinique | V:  Epistaxis | V:  Rectorragie | V:  Méléna |   Augmentation des vibrations vocales à la palpation |   Des râles crépitants | V:  Douleur épigastrique | V:  Hématémèse |   Dyspnée dans le tableau clinique |   Matité a la percussion
QCM || Question 277 :   Les principaux symptômes respiratoires ne comprennent pas : ||   Expectoration | V:  Sueurs abondantes | V:  Pyrosis |   Dyspnée | V:  Méléna | V:  Fatigabilité |   Hémoptysie |   Douleur thoracique |   Toux | V:  Céphalée occipitale
QCM || Question 278 :   La douleur thoracique peut survenir dans : ||   Polypose du côlon | V:  Les syndromes coronariens |   Diverticulose colique |   Pathologie génito-urinaire | V:  Zona Zostère | V:  Maladie de reflux |   Anémies |   Colique rénale | V:  Pneumonie | V:  Syndrome de Tietze (inflammation du cartilage costo-sternal)
QCM || Question 279 :   Les affirmations suivantes concernant l'inspection du thorax sont vraies: || V:  Le thorax normal est symétrique | V:  Le diamètre antéro-postérieur est plus petit que le diamètre transversal | V:  La fréquence respiratoire normale est de 16-18/min |   Pour l'inspection on utilise le stéthoscope | V:  Le patient est examiné sans vêtements dans la moitié supérieure du corps |   Aucun changement dans la forme de la poitrine ne peut être vu à lʼinspection | V:  Toutes les parties du thorax sont examinés, en comparant les 2 hémithorax |   La fréquence respiratoire normale est de 30-35/min |   Elle est pratiqué uniquement dans pour les patients avec de maladies cardiovasculaires |   A lʼinspection on note la présence des râles
QCM || Question 280 :   Les méthodes d'exploration de lʼappareille respiratoire comprennent: || V:  La résonance magnétique nucléaire | V:  La tomodensitométrie |   La Coloscopie | V:  La spirométrie |   Lʼindex cheville-bras |   Lʼendoscopie digestive haute | V:  La radiographie pulmonaire |   Lʼéchocardiographie | V:  La bronchoscopie |   Le Holter ECG
QCM || Question 281 :   Ce n'est pas vrai à propos de la bronchopneumonie obstructive chronique : || V:  Elle survient secondairement à la consommation d'alcool |   Un statut socio-économique bas favorise la survenue de la maladie | V:  Le tabagisme n'est pas un facteur de risque |   Les infections virales et bactériennes répétées sont un facteur de risque | V:  Elle survient après un infarctus du myocarde | V:  Les médicaments alcalins sont le principal facteur favorisant |   Le déficit en Alpha 1 est un facteur de risque |   La pollution de l'air favorise l'apparition de la maladie |   Le tabagisme est un facteur de risque | V:  Elle ne touche que les femmes
QCM || Question 282 :   Dans les épisodes dʼexacerbation de la bronchopneumonie obstructive chronique on constate les suivantes : || V:  Vitesse de sédimentation normale |   Diminution de la protéine C réactive |   Frottement pleurale | V:  Fièvre | V:  Augmentation de la vitesse de sédimentation |   Eosinophilie | V:  Aggravation de la dyspnée | V:  Leucocytose |   Amélioration de lʼétat générale |   Toux avec expectoration purulente
QCM || Question 283 :   L'examen paraclinique dans lʼexacerbation de la bronchopneumonie obstructive chronique comprend : || V:  Lʼhémogramme |   Lʼéchographie  abdomino-pelvienne |   LʼECG dʼeffort |   Lʼindex cheville-bras | V:  La vitesse de sédimentation et la protéine C réactive | V:  La radiographie pulmonaire |   Lʼélectroencéphalogramme | V:  La spirométrie | V:  Lʼexamen des crachats |   La colonoscopie
QCM || Question 284 :   La dyspnée aigue peut être due à: || V:  Pneumothorax |   Néoplasme pulmonaire |   Bronchite chronique | V:  Asthme cardiaque |   Déformations pulmonaires de la cage thoracique | V:  Aspiration de corps étranger |   Bronchite aiguë | V:  Œdème pulmonaire aigu |   Fibrose pulmonaire | V:  Crise dʼasthme bronchique
QCM || Question 285 :   Les conditions suivantes peuvent provoquer des douleurs thoraciques: ||   La fibrose pulmonaire |   Le cancer bronchopulmonaire | V:  La pleurésie | V:  Le pneumothorax | V:  Lʼemphysème pulmonaire | V:  Lʼembolie pulmonaire |   L'asthme bronchique | V:  La pneumonie |   La bronchite chronique |   Lʼasthme cardiaque
QCM || Question 286 :   Les affirmations suivantes concernant la dyspnée aigue sont vraies : || V:  Elle peut être déterminée par le cancer pulmonaire | V:  Elle présente une aggravation rapide |   Elle peut avoir une aggravation lente |   Elle peut s'accompagner d'orthopnée |   Le début est lent | V:  Elle accompagne lʼemphysème pulmonaire |   Lʼévolution est progressive de plusieurs jours à plusieurs mois | V:  Le début est brutal | V:  Elle est dʼapparition récente |   Elle peut être de type paroxystique
QCM || Question 287 :   Les affirmations suivantes concernant l'orthopnée sont vraies : ||   Elle représente une dyspnée avec un rythme respiratoire particulière |   Elle accompagne la dyspnée d'effort | V:  Elle est caractéristique pour la bronchite chronique |   Elle est similaire à lʼinsuffisance respiratoire |   Elle représente une dyspnée majorée en position debout | V:  On la constate dans la crise dʼasthme bronchique | V:  Elle accompagne une dyspnée de repos |   Elle est une position forcée | V:  C'est une position adoptée involontairement par le patient à cause dʼune aggravation de la dyspnée en décubitus dorsal | V:  Elle représente une amélioration de la dyspnée en position assise
QCM || Question 288 :   La dyspnée peut être ressentie par le patient comme : || V:  Respiration rapide | V:  Expiration incomplète |   Palpitations |   Flatulence |   Douleur thoracique spontanée |   Eructation | V:  Respiration pénible | V:  Soif d'air |   Douleur thoracique lors de la palpation | V:  Sensation d'étouffement
QCM || Question 289 :   Les investigations complémentaires suivantes peuvent être réalisées dans l'asthme bronchique: || V:  Examen des crachats |   Coloscopie | V:  Examen hématologique |   Électroencéphalogramme |   ECG dʼeffort | V:  Spirométrie |   Échographie abdomino-pelvienne | V:  Examen radiologique | V:  Tests allergologiques (prick test, réaction intradermique aux allergènes) |   Index cheville-bras
QCM || Question 290 :   La percussion du thorax : || V:  La percussion part du haut et progresse vers les bases des poumons |   Normalement elle constate matité à la base des deux poumons | V:  Normalement elle constate un son sonore nontympanique | V:  Elle doit être symétrique pour les deux hemithorax |   Elle nʼest plus utilise dans la pratique médicale | V:  Elle doit être symétrique en comparant toujours le côté gauche avec le côté droit pour chaque niveau |   Elle constate de vibrations vocales | V:  Elle se fait avec le majeur de la main droite qui tape sur la phalange du majeur de la main gauche placé horizontalement dans les espaces intercostaux |   Elle commence à la base des poumons |   Elle se fait dʼabord pour un hemithorax et après pour lʼautre
QCM || Question 291 :   Le syndrome bronchitique : ||   Il ne se manifeste jamais chez les fumeurs | V:  Les râles ronflants peut être constatés par lʼauscultation | V:  L'inspection, la palpation et la percussion sont normales |   Il est présent dans les maladies cardiovasculaires |   Il survient chez les patients atteints d'hépatite virale |   Il est déterminé par les infections à Helicobacterpylori |   Le tableau clinique n'inclut pas la toux | V:  La toux s'accompagne d'expectorations | V:  La toux est spécifique | V:  Il représente une inflammation au niveau des grosses bronches
QCM || Question 292 :   Les éléments suivants sont des argumentes pour lʼasthme bronchique : || V:  Circonstances déclenchantes: exposition allergène | V:  Dyspnée progressive dʼeffort |   Testes allergique toujours négatives | V:  Des antécédentes familiaux ou personnels dʼatopie/allergie |   Amélioration de la crise après nitroglycérine sublinguale |   Crises résolutives spontanément ou sous bronchodilatateurs |   Toux avec expectoration abondante | V:  Dyspnée sifflante expiratoire, paroxystique à prédominance nocturne |   Examen clinique : matité et des râles crépitantes | V:  Examen clinique: râles sibilants lors de la crise, normal en dehors
